comments,labels
مضخرف اصلا كامنت توجه نكنيد ترس ٠ هيچ ترسي نداشتيم برخورد پرنسل كلا ادابازي بود تنها نكته مثبت فقط دكورشون بود دنبال دكور فضاسازي خوب هستيد بريد اين مجموعه بك خيلي هيجان نداشت,1
امکان نداره دیگه خودمون دوستانمون بازی مجموعه نایریکا امتحان کنیم ممنون ک بیست خط نوشتید آخر جواب چندتا سوال هامو ندادید ک بعضی مشکلات داخل بازیتون بود انداختید گردن بی تجربگی گروهی ک بالای صد بازی رفته ک کاملا حق دارید وقتی جوابی چیزی عرضه ندارید. جواب کامنتم اشاره نکردید ک معماهاتون ریست نبود وقتی بازیتون مشخص نیست چ وسیله ای کجا هست طبیعتاً وسایل جابجا میشه بالای 100 بازی ک رفتم بازی ب بدی بازی مجمع سایه ندیدم ی محیط 80 متری ک فقط معمای بی سرو تهه ک فقط طراحش می,1
فوق العاده بود هم ترسسسناک بود معما عالی منطقی طراحی دکور متناسب داستان اکتورا حرف نداشتن یکی بهترینا بود.,0
معمولا وقتی معامله، فروشنده قرارداد یکطرفه فسخ می,1
چیز عالی ترس بالا هیجان بالا فیریک بازی عالی,0
سلام مجوز اتاق فرار نداشتند برخورد خوب نبود هیچ باکس صندق امنی تحویل گوشی وسایل ارزش نبود ازمون خواستند اینارو تحویل بدهیم محل اتاق فرار محله تاریک انتهای بن بست بود عملا رفت آمد محل اتاق فرار خودش فرار بود اصلا امن نبود هیچ مجوزی نداشتند,1
عرض سلام خسته نباشید اکتورها زیاد ترسناک نبودن اکت خیلی تکراری بود معماها هم خوب نبود تیم زیلد حال نکرد قشنگ نبود,1
عجب بازی ای بود عالی بود. 80 خورده ای بازی رفتیم بازی طور مساوی کنار بازی دیوانه ی باهوش رفت. معماها عالی ،اکتا عالیتر، روند بازی فوق العاده، سناریو بسیار عالی، تیم بشدت حرفه ای. شروع بازی خیلی جذاب بود. اتاق انتظار جذابتر. فقط یادتون باشه هیچ کس اعتماد نکنید خوب تعامل کنید فکر کنید,0
عالی بوددما دیشب رفتیم یکی بهترین بود بهترین دکور داشت ❤️,0
واسه کسایی روی نظرات میخوان برن میگم اکثر نظرات خودشون انتها بازی ثبت میکنن نظری اصلن هم سو نظر بچه های اکیپ نبود معما کاملن مرتبط داستان بازی بود منتهی اتاق کوچیکه اکثرن بیکار میمونن تهویه نداره حتمن تعداد کم برین رفتار گیم مستر خیلی اوکی نبود اعصاب خوردی اومدم بیرون کنار درب ورودی تهیه غذا بود بوی پیاز کل راهرو گرفته بود چشمانمان سوخت انتها ترس بازی ۵۰ ۱۰۰ بود,1
یعنی خوب گذشته بود یکی بهترین اتاق فرار های تهران چیز بینقص بود برخورد پرسنل تا اکتور فضاسازی خودم شخصه تجربه زیاد اتاق فرار داشتم تا حالا اینقدر نترسیده بودم بم حال نداده بود👌❤خیلی ممنون,0
باسلام کسایی اولین تجربه اتاق فرارشون هست شاید خوب باشه تیم اصلا ترسناک نبود جذابیتی نداشت طراحی دکور طراحی معما خیلی مبتدی معمولی بود کل خیلی جای پیشرفت دارن,0
سلام,1
خیلییییی خوب بود ، هم داستانش خوب بود هم اینکه ترسناک خفن بود,0
بازی هیجانی بود وحشت ژانرش اسلشری شدت غیر استاندارد بود ۷۰ تا تجربه رفتم دوستم چشمش انگشت اکتور آسیب دید پوتین زانوش زدن٫ روی پای نفر افراد گروه رفتن کفشم پامون نبود ، خشونت کاملا غیر استاندارد عجیب اصلا ،اگه دوست دارید پول بدین بشدت آسیب ببینین برین??,1
خیلییییی خوب بود ، هم داستانش خوب بود هم اینکه ترسناک خفن بود,0
۵۰ دقیقه داخل بازی بودیم طبق گفته گیم مستر بازی علت سانس دهی زیاد مجموعه تا وارد اتاق میشدیم سرنخ معما بهمون میدادن پشت بیسیم تا معما حل کنیم زود بریم اصلا پیشنهاد نمیکنم بازی برامون درست ران نکردن دکور بد اکت متوسط...,1
اتاق فرار بهتون قول شرف میدم یا انصراف میدید یا انصراف ندادید خیلی میترسید 5 نفر بودیم سابقه بازی داشتیم نفر بچه سابقه حالشون خراب شد مجبور شدیم اتاق دوم تازه رفته بودیم انصراف بدیم چند روز دیگه پر قدرت برمیگردیم قبلش پیشنهاد میکنم دستشویی برید چون رفتیم انقدر خطرناکه,0
اصلا درد نمیخوره پولتونو دور نریزید برخورد پرسنل خیلی بی ادبانه بود اکتورا ضعیف اصلا ترس نداشت,1
اصلا خوب نبود وسط بازی بیرون کردن بخاطر ربع دیر اومدن متاسفم پیشنهاد میکنم برید کارما فوق العاده بود قبلش هم تماس گرفتن دیرتر بیاید اینکه وسط بازی بیرونمون کنن ۱بک بیشتر ندادیم بد بود چیزی میگفتن نبود متاسفم,1
فقط برخورد پرسنل خوبه مگر ن بازیش افتضاحه,1
فوق العاده بود,0
پیشنهاد میکنم.فضاسازیشون خوب,0
سلام بازی عالی اکتور عالی ترس زیاااااااااااد معما خوب ممنون,0
فضا سازي طراحي دكور خوبي داره منتهي گيم مستر خيلي ناشيه همچنين اكتور بازي ٣٥ دقيقه جلوي وايستاديم اخرشم گفتن ك اكتورمون نيومده تصادف كرده اكتور خانم هم مسدومه كل بازي يه اكتور داشت گيم مستر هم يجاهايي خودش وارد بازي ميشد تمام صداهايي كه اتاق گيم مستر بودو ميشنيديم بازي گردانيشون اصلا خوب نبود ميدونستيم اكتور كجا ميادو ميره اينكه اكتور ميرفت هم مسبر رفت امدش چراغ روشن ميموند خيلي تابلو بود خلاصه اين بازي خيلي جاي كار داره اكيپ ٧٠ تا تجربه بازي داشت اين بازي برامون فوق العاده مسخره مبتدي بود.,1
تجربه ۲۰۰ تا اسکیپ روم،اسکیپ روم,0
خییییییلی خوب بود مخصوصا اکترا فضا,0
برخورد اشيا پرسنل بازيكن كه موجب اسيب ديدگى بازيكن شد توضيح غير واضح بازى تاریکی حرکت میکردند طبق ویدیو ارسال شده,1
اتاق ساعت ۸ شب رزرو کرده بودیم. بهمون پیام دادن بازی ۴۰ دقیقه دیرتر تاخیر شروع میشه. راس ساعت ۸:۴۰ محل بازی رسیدیم، هرچی زنگ میزدیم اولش جواب نمیدادن بعدش جواب دادن گفتن عه الان تیم سانس داخل هست بدون اینکه اسم رزرو کننده بپرسند تیم,1
خیلی بدرد نخور بود پرسنل خیلی بیشعوری داشت اکتور هاش هم وحشی بودن میزدن حد اقل لمس میکردن اشکالی نداشت دیگه نباید بزنن مردم,1
واقعامزخرف بازی ممکنه اصلا نرید حیف پول وقت ک برا بازی بذارید,1
چرتو تکراری ماسک گذاشتن فقط جنگلی نمیبینی چهارتا درخت گذاشتین حداقل هزینه کنین چهارتا شاخو برگ ب چوبا آویزون کنین اره برقی بیافتن دنبالت دیه تکراری کلی اتاق فرار کیفیت رفتیم قیمت هم کلی پایین تر بیست درصد اخلاق برخورد عالی دستتون درد نکنه بازم,1
